,0
18603,포인트모바일 이거 비트코인 수준이노 ㅋㅋㅋㅋ
18604,현대중공업 두산인프라코어 인수ㄷㄷㄷ
18605,이화전기 더 안오르냐 ㅇㅇ
18606,키네마스터 상가노 ㅋㅋ
18607,하이닉스 오을까요?
18608,진짜 우리나라가 ㅈㄴ 대단하다
18609,주린이가 본 주갤에서 최근 핫했던 주 
18610,이글벳 손절칠까요?
18611,꼬그멍 박스권 관련 념글 보고 수익냈다
18612,이 주식도 시간 있으면 함 봐볼래?
18613,hmm 오늘 무슨호재도 없는데
18614,점심시간에는 가격이 무조건 오르는건가
18615,퀀타매트릭스 지금 들어가라.
18616,주린이 2일차 츄르 2봉 사줄수있다
18617,lg 디플
18618,힘을내 엑바야..
18619,오늘 삼전 떡락 할꺼라는 븅신 주거지 찾아요~
18620,오늘 진짜 떨어지는거 맞아??
18621,주린이 10일차 수익률
18622,포인트모바일이 오늘 작전주인가보네
18623,오늘 마녀의 날인지 뭔지 라더니
18624,진지하게 넵튠 아직도 들고있는애들 있으면 팔아라
18625,아마 흐름상 두시 많이쳐줘서 두시반까진
18626,부산은행에서 나무증권으로 돈 이체하려는데
18627,니들왜 고체연료 주같은건 안넣냐
18628,부산은행에서 나무증권으로 돈 이체하려는데
18629,니들왜 고체연료 주같은건 안넣냐
18630,넵튠 손절안한 흑우 없제?
18631,삼전우 수익률 보면서 현타 옴
18632,서희건설 1420에서 더 안오름?
18633,우바 물린친구들아
18634,카카오뱅크 예상시총 40조는 뭐냐
18635,핵펀치 진짜 한 번 대접해버리고 싶네
18636,대형주들은 들고만있으면 오를텐데
18637,삼전은 배신  안해~~
18638,진에어 한달전에 넣었는데 20프로 올랐네
18639,초기자금 적으면
18640,넵튠으로 주식입갤한 주린이 느낀점
18641,야 포스코 인터내셔널 어떻냐?
18642,포인트모바일 대형 악재 떳다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
18643,하츠온나
18644,에이비프로바이오 오늘 들어가는거
18645,주린이 질문 매수는 언제? 장마감? 그냥지금?
18646,본인넵튠타는애들보면 무서움
18647,하이닉스 이건 사고파는데 오래걸리는거지?
18648,계속 오르다가 오늘 좀 주춤한 주식 뭐 없냐?
18649,하이닉스 오를까요
18650,30분지날때마다 거래량 일정한거 보이냐
18651,이화 이거 쏘는거 맞냐??
18652,야 쓰벌놈들아 펀치 괴롭히지마!
18653,얘드라 삼성전자 살 건데
18654,하이닉스 이건 사고파는데 오래걸리겠지?
18655,테슬라 오늘도 떨어질까?
18656,포인트모바일 5층 뚫엇다 ㅋㅋㅋㅋㅋ가즈아
18657,150으로 시작한 주린이 1일차
18658,셀케드디어본전찾음
18659,주린이 질문
18660,셀제 이정도면 만족
18661,포임트 모바일 후
18662,주린이 1달차 -70 +30
18663,일신 영 부진하네
18664,주갤을 하면서 깨달은 단 1가지 
18665,엘엔씨바이오 내가 타라고했지 에휴...안탄새끼있냐?
18666,삼전은 오늘이 가장 싸다
18667,국일제지 단타로 들어가기 어떻냐
18668,엑바 물렸네
18669,아 잘 못 눌러서 매수한거 존나 빡치네 진짜
18670,이화전기 슬슬 시작하는듯?
18671,아니 코스피 왜오르는건데?ㅋㅋ
18672,잦이인증라이브방송 
18673,념글가면 핵펀치 카톡아이디 뿌린다ㅋㅋ
18674,오후 3시 이후로 대대적 매도 물량 나올예정
18675,두산인프라코어사라
18676,다시한번 말한다 나라망해도 삼전안망해
18677,학식 주린이 적금주식 어떤가요?
18678,오늘 ㄹㅇ 들어갈종목이없네
18679,아빠! 아빠는 왜 삼전 4만에 안샀어?
18680,미국 젊은 세대 사이에서 인기 1위 브랜드는?
18681,요즘 뉴스만 보면 화딱지나고 탈조센 하고싶은데
18682,씨드5천 우량주 포트폴리오 ㅇㅈ하냐? 2개 추천받는다
18683,HMM 존나 오르네
18684,지금 주식 시작하면 해외vs국내
18685,삼전은 진짜 전설이다...
18686,주린이 씹련들아 내가 HMM 사라했냐 안했냐
18687,마녀는 염병 좆튠마저 오르는 씹대호항 불장 ㅋㅋㅋ
18688,군대에 있는 주린이 내일 복귀인데
18689,머냐 오늘 옵션만기일인데
18690,동아화성 아무도 안사냐
18691,엔젤바이오 탑승했다
18692,서울식품 단타쳤는데 개후달리네
18693,주린이 질문드리겠습니다.
18694,셀제 씨발 -13퍼에서 -3퍼까지 기적의 떡상했다 후...
18695,서식이 불기둥쏠거같다
18696,현시각 삼전
18697,서식
18698,야 삼전실화냐 ㅋㅋscv러시
18699,니들은 주식해서 돈벌면 머할꺼얌
18700,핵펀치야 카톡프사 자기얼굴 아닌애는 친추하지마라
18701,삼전 삼전우 두개 뭐가다르노
18702,삼전 시발년아
18703,콜드체인 어제 들어갔다가 운지했다
18704,lg디스플레이는 시발
18705,ㅋㅋㅋㅋㅋㅋ 시발 단타 이게 코인이지 ㅁㅊ ㅋㅋㅋ
18706,삼전이 10만전자가는이유는..
18707,ㅋㅋ 드디어 빨간 손익보네
18708,아시아나 전망좀
18709,댄공말고 코로나 전에 저비용항공사 어디가 좋았음?
18710,케이엠 떡상간다ㅋㅋㅋㄲㅋ
18711,세운 79층 탈출가능하냐
18712,ㄴr는 ... 오늘도 삼성 떡락을 기다리다가.......... 
18713,우바 78층 단타 ㅈㄴ맛있네 ㅋㅋ
18714,셀케 16층간다
18715,한 80만원 꽁돈?생기는데
18716,야야야야 딴거 사지말고
18717,에이비프로 탔다
18718,피해주 이제 들어가기는 늦지
18719,셀케 뭐임
18720,진지하게 본인 고민 좀
18721,동ㅇㅏ화 서ㅇ
18722,심심한 친구들을 위해 심리테스트 사이트 모음 뿌린다 ㅇㅇ
18723,댄공은 오르는데 댄공우는 왜 떨어짐?
18724,대웅제약은 한번 갈줄알았는데
18725,아직도 우바에 쳐낚이냐?? 에휴 ㅉㅉㅉㅉ
18726,엠에스오토텍 영차 영차!
18727,포스코인터내셔널 장투로 전망 어때보임?
18728,삼전 오늘도 오르고 끝나겠네
18729,와 코스피 좋아 하기 좋네
18730,넵튠 끝났네 ㅋㅋㅋㅋ
18731,현대백화점 어때보이냐?.txt
18732,선물 현물 베이시스 어제보다 크노 ㅋㅋㅋㅋㅋㅋㅋㅋ
18733,일신 11층 탈출 가능?
18734,KODEX인버스에 비해 왜 코스피는 거래량이적음??
18735,에스티팜 소량 담아봐 
18736,월급날이라 드갈라했는데
18737,수익 낮다고 그러는데 피해주 들어간지 얼마 안되서 그래
18738,외궈들 픽 따라가는거 어떰? 
18739,펀치행님 능력자였네 ㅋㅋ
18740,네마녀의날!
18741,넵튠 내일 단일가 매매 풀리나??
18742,이화전기 느낌이 한번더 쏠거같은데
18743,두산 완전 최저가인데 사볼까
18744,포인트모바일 흐를듯
18745,주린이 통장에 비내린다...
18746,우바달린다 가즈아
18747,스발ㅋㅋㅋㅋ 대우건설 단타로 짤짤이하다가 묶였네
18748,진짜 호황이긴해
18749,넵튠 왜 나락안가냐고 씨발
18750,펀치형때문에 던파 인파이터 키우러감
18751,우바오른다 ㅋㅋ
18752,우바 8300 삿는데 ㅂㅅ임?
18753,삼전우는 세일 언제하냐 ㅅㅂ
18754,아프리카tv 연말시상식에 고점 찍을테니 지금 드가라
18755,우바 단타 30 꺼억
18756,삼전 다시간다 코스피200 375따먹으러간다
18757,펀치형때문에 돈다잃었다
18758,우수 ams 빨리 탑승해라 상친다 현대
18759,와이지 오늘 4.7뚫냐
18760,ㅅㅂ 오늘 매수하려고했는데 담을게 없냐 다오르는데?
18761,주식 유튜브 추천좀
18762,주린이인데 대우건설 말야
18763,매달 적금붓듯 5년장투할건데 어떨거같냐
18764,셀트 16만 가면 바로 매도다 씨벌련
18765,그래 지금도 들고있는사람은 내일급등하면 먹을자격있음
18766,역시 ㅈ두 모르는 종목은 건들지 않기로 해
18767,수익 자랑합니다
18768,우바 드디어 올라가냐 씨발?
18769,화이자 FDA 승인 엠바고 전에 유출됨
18770,넵튠 물려서 아직도 들고있는애들 있냐
18771,주식살려는데 골라주삼
18772,포인트 모바일 샀는데
18773,조누픽은 진짜 전설이다
18774,씨발 외인들 선물 375 콜 먹으러오네
18775,어제까지만해도 넵튠 놀리는애들 좆같았는데 이젠 괜찮아짐 ㅇㅇ
18776,시바 포인트모바일오르니까 그냥 넵튠빼버리고 포인트로갈아탈까
18777,주린이 목표 2년안에 삼전우 1000주만들기
18778,오늘 상한가 말은 종목이 하나도 없네
18779,존나슬퍼 건설주 못들어감
18780,우수ams뭐지
18781,hmm광기아니냐지금
18782,3일전에 넵튠 주주방 침투해봤는데
18783,거래량은 많은데 왜 내가 매도하면 바로 안팔림?
18784,어어 우바 오른다 78층 안탄 흑우없젴ㅋ
18785,포인트모바일 5층 자 드가자~
18786,일신바이오 안절거워...
18787,삼전 평단가 73400에 5천박았는데 이거오르죠?
18788,주린이 질문있음
18789,포인트모바일 불붙었다
18790,주린이 삼전말곤 안쳐다볼래여
18791,포인트모바일 ㅅㅂ 팔고나니 3천원오르네
18792,7천 벌었다
18793,셀케 16층 들가겟노
18794,지금 포인트모바일 단타치기 개꿀이다
18795,ㅆㅅㅌㅊ
18796,밥은 먹고 주식해라
18797,넵튠 거품 언제 빠질지 딱 정해줌
18798,댄공
18799,주갤 초보 주린이를 위한 글 어디서봄?
18800,전남친들 다니던 회사주식만 샀어도 지금 행복할듯
18801,buy! buy! buy! buy! buy! buy! buy! buy!
18802,타이어주식 장투 ㄱㅊ?
18803,코스피 씨발 ㄹㅇ 실화냐??? 
18804,코스피 2700은 너무 거품같지않냐
18805,쿼드러플 위칭데이 오후장 보자보자 
18806,넵튠 거품 언제 빠지냐
18807,메디톡스 싸게 줏었다
18808,매도벽 탄탄한 주식은 절대 사는거아니지?
18809,셀트리온 조금만더 힘내!!
18810,현백 다음년 1분기까지 볼거면 오르나?
18811,두루치기보단뒷치기가맛있제~~!  ㅠㅠ
18812,지금부터 코스피 반등시작 한답니다 (오피셜)
18813,주리ㄴ이 댄공 에어부산 30만원씩있는대 댄공팔아야함?
18814,아직도 넵튠 들고있는애들 잘생각해
18815,"대우건설 추매타이밍 ""4750원"""
18816,모나미 산 주주분 없나요
18817,원래 오전 이화전기로 밥값 할려했는데
18818,주린이 질문좀 
18819,댄공 유증받을려면
18820,백금같은거는 어떻게 알고 처먹는거지?
18821,댄공 잘먹고갑니다
18822,와 제주항공 드디어 빠졌다 
18823,와 현대건설 개올랐네
18824,진짜 탈거업내 ㄹㅇ
18825,이거 언제팔아야 이득이에요?
18826,아 시ㅡ발 지금 가격 오르네
18827,오늘 코스피 2650대에서 마감합니다
18828,??? : 야 선물 옵션 만기일 네마녀의날이래..! 어떡하지..?
18829,업소년 근황ㅋㅋ 
18830,삼전 왜 자꾸 오르냐 네마녀인지 니마녀인지 죽었냐
18831,넵튠 기관 또나갔네
18832,엘앤씨바이오 안탄 흑우없제??꽉잡아라
18833,주갤럼들도 밥은 먹고해라
18834,연금저축펀드 드는 가장좋은시기는...
18835,hmm 7층에 탔는데 이제 슬슬 오르냐?
18836,아까 삼전 안탄사람없죠?
18837,떡칠때 처음은 사정 ㅈㄴ잘되는데 왜 두번쨰는 ㅈㄴ안되냐
18838,댄공 유상증자하면
18839,신일제약 24층에서 물린 병신새끼가 나다
18840,대한항공 탈출했다 시발 ㅋㅋ
18841,셀제 명신 제약 평단 낮아서 편ㅡ안 ㅋㅋ
18842,어제 미장 떡락 이유가 뭐냐?
18843,주갤형님들 주식이랑 관련없는 임금관련질문인데여
18844,대한항공 한국전력 안오를거라고 한 병신들은 주식한다고 하지말자
18845,9월에 시작한 주린이
18846,넵튠 빠들 다 뒤졌나보네
18847,오늘 종가에 주가 좀 떨어지냐
18848,와 옵션 저런 미친 변동성을 어떻게 견디지?
18849,기관 외인하고 개미가 맞짱뜨는 남자의 주식 ㄷㄷ
18850,주식하는 사람이 멋있는 이유
18851,오늘 인버스 사고 3달안에 쇼부본다
18852,lg유플러스 왜 아무도 안삼??
18853,엘앤씨바이오 지금 타라 매수비율 72프로 넘는다ㄱㄱㄱ
18854,잡주로 단타하는 주린이들도 설마 잇냐
18855,셀트는 ㄹㅇ 좆같네 씨발
18856,오늘 하루 2000 땡겼다 간떨린다
18857,네마녀의날 이번주 아니지 않냐?
18858,"英보건·美FDA, 화이자 백신 부작용 발표…""백신 알레르기 경험자  "
18859,이화전기가 진짜 도박이네
18860,현산 24층에 탄 주린인데
18861,한전 갑자기 왜이러냐
18862,댄공같은 잡주 왜사냐?
18863,오늘 따상 추매방식은 좀위험한날이니 하지마라
18864,오늘 삼전우에 3600 몰빵했드만 이리됐노ㅋㅋ
18865,나 넵튠 만원대까지 떨어지면 천만 박을거임
18866,넵튠 내일 떡락한다
18867,말만많네 병신들잌ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
18868,서울식품 오늘 오후에 무조건 상칠수밖에없다
18869,엘앤씨바이오 얘네는 뭔데 또 상승이냐??? 매수비율 72프로 무엇??
18870,오늘부로 공인인증서 폐지 됨 나만 몰랐나
18871,HMM 성능 확실하고만
18872,엔젠 손절할까
18873,"英 ""화이자 접종 2명 알레르기…일부 접종 중단"""
18874,전기에 대한 믿음 색기야
18875,피플바이오 장투 어때보임? 
18876,hmm을 단타로 보고 들어가는놈들이 다 있네 ㅋㅋㅋ
18877,"솔찍히 헬케,넵튠,hmm으로 돈잃은사람은 저능아임"
18878,우바는 왜 뒤져버렸냐??
18879,자안 지금 기회다
18880,종목 추천해줌
18881,아래꼬리양봉이면 상승장 맞지?
18882,20일선 매매가 씹꿀인데 왜 안함?
18883,삼전우 531주있는데 1분기배당금 18.7마넌 나오넹
18884,만도 어떻게봄??
18885,느그바이오는 캐나다도 승인됐는데 오히려 떨어지쥬?
18886,"주겔특) 녭툰,헬케는 오지게쳐잡으면서"
18887,오늘 Tesla 스페이스x 우주선도 터졌네
18888,걍 나같은 주식졷병신들은 삼전몰빵이맞다.
18889,단타충들 hmm 들어갔죠?
18890,시발년들 한전 오른건 왜 아무말이 없냐?
18891,오후에 코스피 흑자전환
18892,혹시 60분봉 보는 게이있누?
18893,궁금한점
18894,한국전력 대한항공 안오른다고 했던 병신새끼들 어디갔냐
18895,운지출발 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
18896,어제 수익 많이 나서 오늘은 쉰다
18897,아 씨발 삼성제약 내가 사니까 꼬라박네
18898,넵튠 거진다 팔았지 ?  가지고 있는 사람 구경좀하자
18899,포스코ict는 찔끔 오르다 찔끔 떨어지네
18900,넵튠 다음타임에 28900라인 안오면
18901,주린이 에라 모르겠다 삼전에 몰빵했다...
18902,글로스퍼랩스게이 고맙다
18903,주식은 그냥
18904,우바 시발
18905,주린인데 질문할게있습니다
18906,저번에 아빠가 댄공 2억 박았단 사람 있지 않았나
18907,씹덕짤 쓰는 입주식 병신호로세끼 입갤ㅋㅋㅋㅋㅋㅋㅋㅋ
18908,좆밥들말은진짜존나많놐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
18909,대우건설 4850 매수 4900 매도 걸어놓으니까 알람 계속 뜨네
18910,hmm 씨발
18911,ㅋㅋ ㅈ튠 단타치기 딱좋누
18912,형들 삼전우 연말배당금 얼마야??  1400원맞아??
18913,느그바이오 벨트매라
18914,넵튠 34층 28손절...
18915,"틀딱도 ㅈㄴ착한사람잇네,,, 손가락 골절로 입원햇는데 짐정리다해주고"
18916,미수거래 질문
18917,시발년들 대한항공 오를 때마다 나를 찾네
18918,트럼프는 진짜 천재다
18919,한강갔다가 반등온거본 넵튠 주주들 근황
18920,넵튠 적정가는 1.8이다 1까지 오면 달달하게 사줄게
18921,hmm 지금도 안늦었다
18922,우바 9층만 가줘
18923,넵튠 떡락
18924,선물 계약 청산 하는넘들 있네 계약수 점점 줄어듬 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
18925,서울식품 명신 다시는 안오를까?
18926,죄다 상승장인데 나만 못먹으니 좆같다..
18927,대우건설
18928,대우건설
18929,넵튠 무조건 오른다 얘들아 호재 떴다
18930,테슬라 초대박 호재떳다
18931,형들 나무가 NH투자증권꺼맞지?
18932,우바 78층 입성
18933,내일 현바 조정하면 들어가기로 맘 먹었다
18934,남선알미늄 날아간다
18935,오전장 건설대표주 중소형주 소식 정리 
18936,접시에 물담았다
18937,만도 조정 개꿀이다 지금안들어가면 저가격 못본다
18938,시발 9시부터 3시까지 단투하는거보다
18939,근데 외인이든 기관이든 선옵끝나면
18940,미래에서 왔읍니다.
18941,부탁합니다 제발 넵튠에 대한 언급을 자제해주세요
18942,옵션 존나 무섭네 콜옵션 75프로 떨어지놐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
18943,근 3일 단타 수익인증
18944,일주일차 주린이 느낀점...
18945,넵튠 내년에 10만원도 가능하다고 봄
18946,건설주들이 전체적으로 떡상하나보네
18947,단타주 ㅊㅊ좀요
18948,점심추천좀
18949,애미 개씨발 난 삼전을사도 돈 꼬냐 ㅅㅂ 8000꼴았네 씨발
18950,항생제 맞는중인데 속ㅈㄴ메스껍다 토할거같아. 밥한술먹엇는데
18951,셀케 오늘 16층간다
18952,hmm 오르네
18953,이화전기 손절해?
18954,하이닉스 왜이리내려감
18955,넵튠이 5층까지 오를 수 밖에 없는 이유와 분석
18956,꿈에서 비트코인이랑 한화시스템 폭등해서 천만원 벌었다.
18957,SK이노베 지금 너무 거품인데
18958,삼성전자 내려왔다 731까지
18959,넵튠 100프로 설거지긴한데
18960,대우건설 개꿀잼이네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 
18961,셀제 234900 에 샀는데 오를 일 없노
18962,sdn포함 그린뉴딜주 어떰?
18963,ㄹㅇ 바이오주는 걍 븅신인게 틀림없다
18964,형들 점심은 먹으면서 성투하고
18965,아 골치 아프다 씻팔 ㅋㅋ
18966,에이비프로바이오 단타
18967,대우건설 아직 안탄놈잇냐
18968,주린이... 에어부산 제주항공 대한 중에뭐팔꺼있냐?
18969,포인트 모바일
18970,대우건설 시발ㅋㅋㅋㅋ ㅋ코인 보는거 같놐ㅋㅋㅋㅋㅋㅋ
18971,본인이 넵튠 주포면 개추 박아라
18972,어째또 하락세네
18973,셀케 타라
18974,우바 93일때 만원간다고 팔지말라던새끼<-천하의 씨발련
18975,ㅋㅋㅋㅋ그냥 내린다 예상 때려놓고
18976,현대차
18977,형들 밥먹고 주식해
18978,삼성제약 어떡하냐
18979,오늘 오후 3시까지 봐야되나?
18980,주린이 핑까좀...
18981,나 갤주 등장. 밑에 갓튠 수익인증 흑두루미 봐라.jpg
18982,한화손해보험 박아놔라 ㅇㅇ
18983,단투 보통 얼마씩넣어서하냐
18984,우바곧오르니까 기다리라한새끼 누구냐?
18985,삼전 왜 오늘 하락장이야?
18986,아 넵튠 장투로 들어가신 거였어요?ㅋㅋ
18987,우바 언제 오름??
18988,삼전 물타기하고싶은데
18989,1달 주린이 종목 조언 부탁드려요
18990,차트충은 아닌데 넵튠 차트 흐름상 떨어지는 차트임
18991,추미애테마주없냐? 오늘 윤석열 나락확정이라는데
18992,넵튠 27층 1024주로서 넵튠 주주 행동강령 알려준다.
18993,장투
18994,넵튠29000가는척하다가 꼬라박음
18995,우리바이오 막차타라
18996,삼전으로 단타치려는 새끼들은 무ㅜ냐?
18997,12/10 주식
18998,슈카월드 영상 보다가 궁금한거 생김
18999,넵튠28000~29000 설거지타임~
19000,내가 중국인이라도 국뽕 오지게 찰듯
19001,하츠 숨겨진 보물 ㅎ얼른와
19002,지금 들어갈만한 주식 뭐 있냐
19003,근데 ㄹㅇ 단타로 돈버는 새끼들보면 신기함
19004,급식 주린이 주식 처음으로 사봤어요!!
19005,삼전 7.37에 5주 탔는데 ㅅㅂㅅㅂㅅㅂㅅㅂ
19006,넵튠 까는 글 좀 써주세요 제발
19007,89년생 흑수저 자산현황 ㅍㅎㅌㅊ 는 되냐?
19008,난 처음부터 넵튠 장투하려고 사긴 했는데
19009,넵튠오른다 40층가즈아
19010,병원밥 휭까점
19011,넵튠 수익 인증이다.
19012,네 마녀의 날이라며
19013,일신바이오 개꿀ㅋㅋㅋㅋㅋㅋㅋㅋ
19014,이래서 사람은 성공해야한다
19015,어제까지 냅튠냅튠냅튠 하더니 다 어디갔노?
19016,대우건설 롤코 좆대네 ㅋㅋㅋㅋㅋㅋ
19017,얘들아 한진사라
19018,엄마가 좋은 꿈 꿨대서 넵튠 샀다
19019,대한항공 장투는 그렇고 한 6개월 어떨거같어
19020,역시 주갤럼들 멋있다니까?
19021,아까 대우건설 물어본 친구야 잘 들어왔냐?
19022,일신바이오 가즈아~!!! 15000원 가즈아
19023,대우건설 지금이라도 들어가라
19024,넵튠만 바라보는 형들에게 위로가 될지는 모르겠지만
19025,넵튠 벌레새끼들  꼴좋다 ㅋㅋㅋㅋㅋㅋ
19026,핵펀치좌 담주에 이 글 쓰지 않기를....넵튠 화이팅
19027,삼전 60대까지 내려갈가능성 있나요
19028,미수금은 뭔개념임?
19029,지금 만도 조정이냐?
19030,주식이나 카지노나 비슷한거같음
19031,셀케 시발 좆같네
19032,글로스퍼랩스 지금타고 내일 오후2시에 팔아라
19033,주식이 좋은 점 
19034,메가vs대성 뭐가더오를꺼같냐
19035,당신 증권사 금액이 돈이 아닌 숫자로 보인다면...
19036,넵튠만 바라보는 겜덜이는 낼까지 보면대냐
19037,현바 평단 14000 인데 계속들고갈까
19038,포스코 건설 나 따라 백만원 들온 애들 달달허냐??
19039,삼전 세일 가냐????
19040,다음은 어떤 개잡주에 물린넘들이 한강갈까? ㅋㅋㅋㅋㅋㅋㅋㅋ
19041,넵튠 아직 들고있는사람 있냐
19042,삼전 세일 ㄱㄴㅇ ???????????
19043,마녀의날이니 선물만기니 대폭락장이니 하더만 좆이 대폭락 ㅋㅋ
19044,점점 넵튠 언급 없어지는 거 보니 한강갔거나 손절했네 ㅋㅋ
19045,주식이무서운게...
19046,글로스퍼랩스 지금 타라 막차다
19047,주린이 수익인증.jpg
19048,삼전 떨어지는 중이노
19049,삼성 씨발놈이 좀 내려가야 단타치는 헛짓거리 안하는데 ㅅㅂ
19050,오성첨단소재 매수했다
19051,12/10 주식일기
19052,이제 단타안쳐야겠다
19053,시발 남들 오를때.나만 내려가는거는.레전드노 ㅋㅋㅋㅋ
19054,ㄹㅇ 지금이 메가스터디 추매할 타이밍임
19055,삼전우에 516주 들어갓다  674에 ㅇㅇ
19056,샀는데 떨어지기 vs 팔았는데 오르기
19057,넵튠 떨어진다는거 개소리지
19058,넵튠 어제 충신테스트 실패한놈 있냐? ㅋㅋ
19059,오후에 전부 파란불 ㄹㅇ
19060,현대바이오 먹는 코로나치료제 나왓다는데 
19061,대치동 역사상씹넘사1타슨상이 인강으로 대뷔한다는대
19062,형아들 지금 살거 둘어갈거 추천좀
19063,아무래도 오늘 마녀는 콜걸인듯싶다
19064,넵튠 289에 털었는데 여기가 최고점이 분명하다
19065,시발 왜오르는데
19066,아니근데 번호따기같은거하면. 남자쪽에서 호감표시한거자낮ㅇㅇ
19067,넵튠 일부분만 팔았다...
19068,오늘 내가 갖은 종목은 삽노잼이넹
19069,넵튠 오늘은 28~29에서 왔다갔다하네
19070,주린이원래 넵튠 가치투자하려했는데
19071,밑에 넵튠 28400 털었다는 주붕이 넵튠 보지마라 지금
19072,주린이 똑똑하게 익절 하는 방법 공유함.
19073,대우건설 사라고 그렇게 말했는데 왜 안사??왜안사??
19074,주린이 주식이 무서워짐
19075,넵튠 25층 1분전...
19076,종배 종목 추천좀 해줘라 3시에 한번더물어본다
19077,오늘은 건설이 존나 오르네
19078,종배 종목 추천좀 해줘라 3시에 한번더물어본다
19079,오늘은 건설이 존나 오르네
19080,3%룰 어떻게 생각함?
19081,엘지디플 들어갈만 하지 않냐?
19082,일신바이오 졎같은거 물려있는ㄷㅔ
19083,항공사 5게 전부 20만원씩사둠
19084,넵튠사고 새로운 습관이 생겼다
19085,2차전지 관련주 보는 주갤러들 추천ㅋ
19086,3일츠 주린이 치칸가즈아
19087,하이로닉 한번 더 슈팅 오려나?
19088,댄공 28충에 매도 해야지!
19089,넵튠 3만에 600물린 주린이 28400에 다텀
19090,포인트모바일 10분사이에 13만원 먹고 뺏다
19091,개미들 파워도 만만치 않은데
19092,엑세스바이로 27 gh신소재 12층에 샀는데
19093,5년이상 보는 종목 뭐있냐
19094,일신 갑자기 오른당
19095,우바는 바닥이 어디고
19096,원래 조센주식은 내리면 외궈가 사고 오르면 개미가 샀거든
19097,주린이인데 하루얼마 먹으면 잘먹은건가요
19098,현대로템 왜 오르는거냐
19099,"이화전기 -4% 지금 손절,.?"
19100,아오 넥스트아이 힘 다 빠지네
19101,대한항공 28100 입성
19102,삼성 씨발 좀 떨어지라고
19103,재미삼아 단타해보려고 샀다 
19104,주린이 2시간차 많은 경험을 얻었다
19105, 장전에 업로딩한 클립에서 한국전력 추천한 유튜버
19106,삼성전자 산놈들 벨트 매라 씹떡락 간다 
19107,이화 왜 떨어짐??????씨발
19108,8만전자가냐?
19109,원래 해외매도 막 일주일씩 걸리고 그럼?
19110,이화전기 점점 내려가네 
19111,아 씨발 오를거 같더라니
19112,포인트 모바일 감 못잡는애들한테 설명해준다
19113,키 작은 남자 좋아하는 여자도 있더라
19114,자기 수익률을 평가할땐 삼전우랑 비교해라
19115,아니 8만원이 이렇게 쉽게 벌리는 거였으면 나도 진작 주식했지 ㅅㅂ
19116,동부제철 가지고있는분
19117,언제 뺄까??
19118,셀트는 지금 들어가는거 좀 오바인가?
19119,이새낀 머냐 진심??
19120,야이 바보들아 쌍용양회 왜안샀냐
19121,삼전은 도대체 외 않사는거?
19122,주식쟁이들 겸손해라
19123,현대바이오 뭐임?
19124,현대 바이오 뭔일 있냐니까
19125,개 지랄맞네 ㄹㅇ루
19126,장투하고 있다 오늘 장이 좋구나
19127,ㅅㅂ 조금 오르길래 수익보고 판것들 다  떡상하노
19128,끝없는 상승장에 뇌가 절여지는 느낌이네
19129,와 현대바이오 결굿 상치네 ㅋㅋㅋ
19130,포인트 모바일 아직 안산 병신있냐ㅋㅋㅋㅋㅋ
19131,"2020년은 개미가 기관,외궈 다 털어먹었지"
19132,응애 나 애기 주린이 궁금한거 있음
19133,주갤 반대매매법 하면 무조건 번다는게 트루?
19134,이번에 삼전 개미들이 방어하는거 보고
19135,주린이 주식 도박해봄
19136,넵튠왜오르는거야
19137,현대바이오 상칠라나?
19138,삼전 무시하냐?
19139,주린이 질문
19140,댄공 구조대 감사합니다.
19141,미국 아이티 판단실수로 날렸는데 삼성밖에 없다.
19142,댄공의 저 거대한 벽은 뭘 의미하는 걸까..
19143,오전 투자 성공
19144,주린이 삼전 100주 채웠다..
19145,한전 더갈거같은데?
19146,단타로 몇분만에 50버니까 직장인이 우습다
19147,주식 ㅈ노잼이다 ㄹㅇ
19148,아니 무림 왜 이제 오르냐
19149,셀케 17층 구조대 오냐?
19150,장기투자 우량주 3개만 추천해줘
19151,넵튠 내년 5월 크래프톤 상장하면 온다 ㅇㅇ
19152,삼전개미는 말만개미지 다 존나부자냐?
19153,씨드 300주린이 잘드갓거 맞냐 이거....
19154,주린이 두달차 천백으로 시작했는데 종목선택 ㅁㅌㅊ?
19155,자기만의 투자원칙은 좀 세워라
19156,주린이입니다 궁금한게 삼전만 사면 돈 번다는데
19157,삼전 6만 처음 찍었을때 감탄했는데
19158,개잡주 승부사 간다
19159,현대로템 뭐 있냐 왜 날라갈 준비하냐?
19160,단타주 세개 들어갔다
19161,아직도 넵튠 가지고 있는 형아들
19162,뉴스 ㅊㅊ좀
19163,엘건 -1퍼대에 입벌리고있는데 왜안와
19164,삼전이나 삼전우는 매도 도대체 언제 함??
19165,현대바이오10개라도들어가볼까
19166,넵튠 35000까지 존버간다
